Order_ID,Order_Date,Customer_ID,Product,Region,Quantity,Unit_Price,Discount,Payment_Method,Category,Revenue,Month
10279,2025-07-10,1112,Smartphone,South,5,500,0.1,Credit Card,Electronics,2250.0,2025-07
10280,2025-06-17,1060,Laptop,South,5,5000,0.15,UPI,Electronics,21250.0,2025-06
10281,2025-01-09,1113,Laptop,South,1,500,0.05,Debit Card,Electronics,475.0,2025-01
10282,2025-04-19,1002,Tablet,South,3,50000,0.0,Credit Card,Electronics,150000.0,2025-04
10283,2025-05-17,1129,Smartwatch,East,3,500,0.05,Debit Card,Wearables,1425.0,2025-05
10284,2025-06-03,1048,Keyboard,South,5,50000,0.15,Credit Card,Accessories,212500.0,2025-06
10285,2025-07-28,1140,Headphones,South,4,500,0.1,Credit Card,Accessories,1800.0,2025-07
10286,2025-09-29,1197,Keyboard,East,1,1000,0.1,Net Banking,Accessories,900.0,2025-09
10287,2025-05-23,1037,Keyboard,West,5,10000,0.15,Net Banking,Accessories,42500.0,2025-05
10288,2025-04-09,1160,Keyboard,North,2,1000,0.1,Credit Card,Accessories,1800.0,2025-04
10289,2025-11-04,1009,Smartwatch,West,2,1000,0.2,Net Banking,Wearables,1600.0,2025-11
10290,2025-03-10,1099,Keyboard,East,1,25000,0.0,Credit Card,Accessories,25000.0,2025-03
10291,2025-09-04,1147,Monitor,North,4,25000,0.0,UPI,Electronics,100000.0,2025-09
10292,2025-09-18,1048,Smartwatch,East,5,500,0.0,Net Banking,Wearables,2500.0,2025-09
10293,2025-10-03,1131,Monitor,East,3,50000,0.1,Net Banking,Electronics,135000.0,2025-10
10294,2025-03-20,1148,Smartwatch,South,1,1000,0.1,Net Banking,Wearables,900.0,2025-03
10295,2025-05-26,1152,Tablet,North,4,500,0.05,UPI,Electronics,1900.0,2025-05
10296,2025-04-21,1054,Smartphone,South,3,25000,0.05,Credit Card,Electronics,71250.0,2025-04
10297,2025-09-15,1120,Laptop,North,2,10000,0.0,Debit Card,Electronics,20000.0,2025-09
10298,2025-04-03,1161,Keyboard,East,2,5000,0.2,Net Banking,Accessories,8000.0,2025-04
10299,2025-01-13,1152,Tablet,East,3,500,0.05,Credit Card,Electronics,1425.0,2025-01
10300,2025-09-17,1116,Smartphone,West,1,10000,0.05,UPI,Electronics,9500.0,2025-09
10301,2025-04-19,1075,Laptop,North,2,5000,0.1,Debit Card,Electronics,9000.0,2025-04
10302,2025-11-26,1113,Mouse,South,5,1500,0.2,Net Banking,Accessories,6000.0,2025-11
10303,2025-07-08,1200,Headphones,West,3,500,0.0,UPI,Accessories,1500.0,2025-07
10304,2025-04-05,1164,Monitor,West,3,500,0.05,UPI,Electronics,1425.0,2025-04
10305,2025-04-15,1166,Mouse,West,2,1500,0.2,Debit Card,Accessories,2400.0,2025-04
10306,2025-01-08,1104,Smartwatch,South,1,1500,0.2,Credit Card,Wearables,1200.0,2025-01
10307,2025-03-08,1084,Laptop,West,5,500,0.0,Net Banking,Electronics,2500.0,2025-03
10308,2025-07-10,1112,Mouse,South,1,1500,0.2,Net Banking,Accessories,1200.0,2025-07
10309,2025-09-13,1099,Headphones,West,4,1000,0.2,Credit Card,Accessories,3200.0,2025-09
10310,2025-01-09,1153,Tablet,South,4,5000,0.2,Credit Card,Electronics,16000.0,2025-01
10311,2025-04-27,1093,Laptop,East,2,5000,0.05,Credit Card,Electronics,9500.0,2025-04
10312,2025-09-24,1146,Mouse,East,2,5000,0.0,Debit Card,Accessories,10000.0,2025-09
10313,2025-04-09,1128,Monitor,East,2,1000,0.2,Debit Card,Electronics,1600.0,2025-04
10314,2025-10-25,1110,Monitor,East,4,50000,0.2,Net Banking,Electronics,160000.0,2025-10
10315,2025-06-13,1082,Smartphone,East,1,1500,0.05,Debit Card,Electronics,1425.0,2025-06
10316,2025-05-21,1194,Mouse,West,1,10000,0.0,UPI,Accessories,10000.0,2025-05
10317,2025-09-25,1054,Keyboard,West,2,1500,0.1,Net Banking,Accessories,2700.0,2025-09
10318,2025-02-06,1163,Mouse,West,5,500,0.05,Debit Card,Accessories,2375.0,2025-02
10319,2025-03-15,1189,Tablet,South,1,25000,0.0,Credit Card,Electronics,25000.0,2025-03
10320,2025-03-14,1169,Laptop,South,4,5000,0.2,UPI,Electronics,16000.0,2025-03
10321,2025-11-04,1161,Laptop,South,3,1500,0.0,Credit Card,Electronics,4500.0,2025-11
10322,2025-07-18,1068,Tablet,South,3,10000,0.0,Net Banking,Electronics,30000.0,2025-07
10323,2025-05-10,1033,Mouse,East,3,500,0.0,Credit Card,Accessories,1500.0,2025-05
10324,2025-09-03,1142,Tablet,East,5,1000,0.1,Debit Card,Electronics,4500.0,2025-09
10325,2025-11-08,1021,Headphones,East,2,50000,0.0,Debit Card,Accessories,100000.0,2025-11
10326,2025-03-01,1048,Smartwatch,North,4,1000,0.1,Net Banking,Wearables,3600.0,2025-03
10327,2025-10-06,1148,Tablet,West,5,10000,0.2,Credit Card,Electronics,40000.0,2025-10
10328,2025-04-13,1128,Monitor,South,4,500,0.1,Net Banking,Electronics,1800.0,2025-04
10329,2025-10-23,1136,Tablet,South,4,5000,0.2,Credit Card,Electronics,16000.0,2025-10
10330,2025-11-16,1135,Laptop,East,2,1500,0.2,UPI,Electronics,2400.0,2025-11
10331,2025-12-07,1195,Monitor,South,3,500,0.1,Debit Card,Electronics,1350.0,2025-12
10332,2025-05-31,1145,Laptop,South,2,50000,0.05,Net Banking,Electronics,95000.0,2025-05
10333,2025-06-06,1128,Smartphone,West,5,1000,0.15,UPI,Electronics,4250.0,2025-06
10334,2025-07-25,1033,Keyboard,East,5,50000,0.0,UPI,Accessories,250000.0,2025-07
10335,2025-06-28,1176,Laptop,West,5,50000,0.15,Net Banking,Electronics,212500.0,2025-06
10336,2025-07-16,1187,Monitor,North,2,10000,0.0,Net Banking,Electronics,20000.0,2025-07
10337,2025-08-11,1115,Smartphone,North,4,10000,0.0,UPI,Electronics,40000.0,2025-08
10338,2025-03-30,1119,Laptop,North,4,1500,0.2,Credit Card,Electronics,4800.0,2025-03
10339,2025-10-14,1022,Headphones,East,1,10000,0.0,UPI,Accessories,10000.0,2025-10
10340,2025-10-03,1158,Tablet,South,5,10000,0.0,Net Banking,Electronics,50000.0,2025-10
10341,2025-08-24,1038,Keyboard,East,4,500,0.1,UPI,Accessories,1800.0,2025-08
10342,2025-07-02,1109,Laptop,East,1,5000,0.15,Credit Card,Electronics,4250.0,2025-07
10343,2025-07-28,1051,Smartphone,South,4,1500,0.1,Debit Card,Electronics,5400.0,2025-07
10344,2025-05-10,1182,Headphones,West,5,500,0.0,Debit Card,Accessories,2500.0,2025-05
10345,2025-06-02,1008,Mouse,North,3,5000,0.2,UPI,Accessories,12000.0,2025-06
10346,2025-01-13,1027,Smartphone,West,5,50000,0.1,Credit Card,Electronics,225000.0,2025-01
10347,2025-05-02,1027,Tablet,North,2,500,0.1,Debit Card,Electronics,900.0,2025-05
10348,2025-12-25,1021,Smartphone,East,4,25000,0.05,UPI,Electronics,95000.0,2025-12
10349,2025-08-08,1030,Headphones,North,4,500,0.0,UPI,Accessories,2000.0,2025-08
10350,2025-04-16,1097,Smartphone,East,2,10000,0.2,Credit Card,Electronics,16000.0,2025-04
10351,2025-03-11,1028,Headphones,West,2,5000,0.1,Net Banking,Accessories,9000.0,2025-03
10352,2025-07-14,1111,Laptop,East,3,1500,0.1,UPI,Electronics,4050.0,2025-07
10353,2025-07-05,1192,Smartwatch,West,4,1500,0.2,Net Banking,Wearables,4800.0,2025-07
10354,2025-04-09,1197,Headphones,South,4,5000,0.0,Net Banking,Accessories,20000.0,2025-04
10355,2025-03-23,1061,Headphones,South,3,10000,0.05,Debit Card,Accessories,28500.0,2025-03
10356,2025-03-16,1048,Keyboard,South,1,1000,0.1,Net Banking,Accessories,900.0,2025-03
10357,2025-12-06,1147,Headphones,East,3,500,0.05,Credit Card,Accessories,1425.0,2025-12
10358,2025-07-11,1004,Headphones,South,5,10000,0.15,Debit Card,Accessories,42500.0,2025-07
10359,2025-11-21,1035,Mouse,North,4,25000,0.0,Debit Card,Accessories,100000.0,2025-11
10360,2025-08-02,1192,Smartwatch,West,2,50000,0.15,Debit Card,Wearables,85000.0,2025-08
10361,2025-11-11,1049,Laptop,West,5,5000,0.15,UPI,Electronics,21250.0,2025-11
10362,2025-11-14,1017,Tablet,North,4,500,0.15,UPI,Electronics,1700.0,2025-11
10363,2025-05-24,1172,Keyboard,East,3,1500,0.0,Net Banking,Accessories,4500.0,2025-05
10364,2025-08-04,1158,Mouse,East,5,50000,0.0,Debit Card,Accessories,250000.0,2025-08
10365,2025-12-27,1046,Monitor,West,4,1000,0.2,Debit Card,Electronics,3200.0,2025-12
10366,2025-11-20,1117,Smartwatch,South,1,25000,0.05,Credit Card,Wearables,23750.0,2025-11
10367,2025-01-15,1006,Laptop,East,1,1500,0.05,Net Banking,Electronics,1425.0,2025-01
10368,2025-08-05,1099,Laptop,East,2,5000,0.2,Credit Card,Electronics,8000.0,2025-08
10369,2025-02-04,1124,Monitor,North,4,500,0.2,Net Banking,Electronics,1600.0,2025-02
10370,2025-07-02,1037,Tablet,North,1,5000,0.15,Net Banking,Electronics,4250.0,2025-07
10371,2025-09-27,1024,Headphones,South,3,50000,0.2,UPI,Accessories,120000.0,2025-09
10372,2025-12-24,1093,Mouse,East,4,500,0.1,UPI,Accessories,1800.0,2025-12
10373,2025-04-10,1046,Smartphone,East,3,10000,0.05,Credit Card,Electronics,28500.0,2025-04
10374,2025-01-07,1181,Keyboard,North,3,1000,0.2,Net Banking,Accessories,2400.0,2025-01
10375,2025-01-30,1095,Smartphone,East,1,10000,0.1,Debit Card,Electronics,9000.0,2025-01
10376,2025-11-01,1099,Monitor,West,4,10000,0.1,UPI,Electronics,36000.0,2025-11
10377,2025-05-24,1188,Laptop,North,5,5000,0.1,Debit Card,Electronics,22500.0,2025-05
10378,2025-04-21,1116,Tablet,South,1,50000,0.1,Credit Card,Electronics,45000.0,2025-04
10379,2025-08-20,1191,Laptop,North,1,1000,0.15,UPI,Electronics,850.0,2025-08
10380,2025-06-28,1160,Keyboard,East,4,500,0.1,UPI,Accessories,1800.0,2025-06
10381,2025-03-13,1161,Laptop,South,4,500,0.15,Net Banking,Electronics,1700.0,2025-03
10382,2025-07-29,1067,Laptop,North,3,25000,0.15,Credit Card,Electronics,63750.0,2025-07
10383,2025-08-08,1128,Keyboard,West,4,1500,0.1,Net Banking,Accessories,5400.0,2025-08
10384,2025-03-21,1018,Mouse,West,3,25000,0.05,UPI,Accessories,71250.0,2025-03
10385,2025-03-24,1025,Mouse,North,1,25000,0.1,Credit Card,Accessories,22500.0,2025-03
10386,2025-02-11,1054,Keyboard,West,2,500,0.1,UPI,Accessories,900.0,2025-02
10387,2025-09-30,1058,Tablet,West,5,5000,0.1,Credit Card,Electronics,22500.0,2025-09
10388,2025-07-10,1067,Monitor,West,1,10000,0.05,UPI,Electronics,9500.0,2025-07
10389,2025-06-22,1104,Smartwatch,South,4,50000,0.0,Debit Card,Wearables,200000.0,2025-06
10390,2025-01-07,1174,Laptop,West,5,10000,0.0,Debit Card,Electronics,50000.0,2025-01
10391,2025-06-04,1024,Tablet,West,2,10000,0.15,Net Banking,Electronics,17000.0,2025-06
10392,2025-01-10,1114,Laptop,West,2,1000,0.15,Debit Card,Electronics,1700.0,2025-01
10393,2025-02-03,1032,Smartwatch,South,3,500,0.05,UPI,Wearables,1425.0,2025-02
10394,2025-02-05,1175,Monitor,North,5,50000,0.2,UPI,Electronics,200000.0,2025-02
10395,2025-01-06,1086,Mouse,East,3,5000,0.0,Debit Card,Accessories,15000.0,2025-01
10396,2025-08-03,1151,Tablet,West,1,1000,0.15,Net Banking,Electronics,850.0,2025-08
10397,2025-05-14,1194,Headphones,North,5,1500,0.0,Debit Card,Accessories,7500.0,2025-05
10398,2025-10-12,1127,Headphones,West,1,5000,0.05,Credit Card,Accessories,4750.0,2025-10
10399,2025-05-06,1155,Smartwatch,South,3,25000,0.05,Credit Card,Wearables,71250.0,2025-05
10400,2025-12-03,1130,Headphones,North,5,5000,0.2,Credit Card,Accessories,20000.0,2025-12
10401,2025-06-23,1017,Mouse,South,3,5000,0.2,Debit Card,Accessories,12000.0,2025-06
10402,2025-06-01,1104,Smartwatch,West,5,10000,0.05,Debit Card,Wearables,47500.0,2025-06
10403,2025-11-27,1161,Mouse,West,3,5000,0.15,Debit Card,Accessories,12750.0,2025-11
10404,2025-01-26,1137,Monitor,South,2,25000,0.0,Credit Card,Electronics,50000.0,2025-01
10405,2025-04-25,1043,Laptop,East,3,25000,0.1,Net Banking,Electronics,67500.0,2025-04
10406,2025-10-11,1176,Monitor,South,2,500,0.2,UPI,Electronics,800.0,2025-10
10407,2025-03-16,1039,Monitor,West,3,5000,0.1,Debit Card,Electronics,13500.0,2025-03
10408,2025-06-15,1170,Mouse,South,5,10000,0.15,Net Banking,Accessories,42500.0,2025-06
10409,2025-07-08,1026,Smartwatch,East,5,5000,0.2,UPI,Wearables,20000.0,2025-07
10410,2025-03-19,1099,Smartwatch,South,5,1500,0.1,UPI,Wearables,6750.0,2025-03
10411,2025-03-31,1050,Headphones,East,4,1500,0.15,UPI,Accessories,5100.0,2025-03
10412,2025-06-25,1153,Smartphone,East,1,10000,0.0,Net Banking,Electronics,10000.0,2025-06
10413,2025-01-21,1152,Laptop,South,5,500,0.15,Net Banking,Electronics,2125.0,2025-01
10414,2025-02-23,1013,Mouse,South,2,500,0.2,Credit Card,Accessories,800.0,2025-02
10415,2025-07-03,1060,Headphones,North,5,25000,0.05,Net Banking,Accessories,118750.0,2025-07
10416,2025-12-25,1135,Tablet,West,4,25000,0.0,Net Banking,Electronics,100000.0,2025-12
10417,2025-08-10,1057,Smartphone,East,2,1000,0.1,Net Banking,Electronics,1800.0,2025-08
10418,2025-11-11,1036,Smartphone,North,4,10000,0.2,UPI,Electronics,32000.0,2025-11
10419,2025-11-24,1173,Mouse,South,2,5000,0.05,Debit Card,Accessories,9500.0,2025-11
10420,2025-06-28,1020,Keyboard,West,3,50000,0.15,Credit Card,Accessories,127500.0,2025-06
10421,2025-10-03,1065,Laptop,North,1,10000,0.05,Debit Card,Electronics,9500.0,2025-10
10422,2025-04-22,1008,Smartphone,East,1,1000,0.2,Debit Card,Electronics,800.0,2025-04
10423,2025-08-12,1144,Mouse,North,4,25000,0.2,Net Banking,Accessories,80000.0,2025-08
10424,2025-08-02,1142,Mouse,East,1,10000,0.05,Credit Card,Accessories,9500.0,2025-08
10425,2025-02-28,1115,Headphones,South,4,10000,0.15,Debit Card,Accessories,34000.0,2025-02
10426,2025-11-23,1143,Tablet,West,4,25000,0.05,Debit Card,Electronics,95000.0,2025-11
10427,2025-04-19,1092,Keyboard,West,4,1000,0.2,Credit Card,Accessories,3200.0,2025-04
10428,2025-06-06,1098,Laptop,West,1,25000,0.2,Net Banking,Electronics,20000.0,2025-06
10429,2025-07-10,1066,Smartwatch,South,4,500,0.1,Debit Card,Wearables,1800.0,2025-07
10430,2025-07-19,1032,Monitor,East,1,5000,0.1,UPI,Electronics,4500.0,2025-07
10431,2025-11-08,1191,Tablet,South,4,25000,0.0,Debit Card,Electronics,100000.0,2025-11
10432,2025-07-15,1086,Tablet,West,5,1000,0.2,UPI,Electronics,4000.0,2025-07
10433,2025-02-04,1051,Headphones,South,4,1500,0.1,Net Banking,Accessories,5400.0,2025-02
10434,2025-09-03,1153,Smartwatch,South,2,500,0.05,Debit Card,Wearables,950.0,2025-09
10435,2025-08-25,1186,Smartphone,South,4,1500,0.15,Credit Card,Electronics,5100.0,2025-08
10436,2025-04-14,1063,Smartphone,East,3,50000,0.05,Credit Card,Electronics,142500.0,2025-04
10437,2025-01-07,1190,Headphones,North,4,25000,0.15,Debit Card,Accessories,85000.0,2025-01
10438,2025-10-10,1125,Mouse,North,2,500,0.1,Net Banking,Accessories,900.0,2025-10
10439,2025-01-01,1150,Smartphone,South,2,5000,0.0,Net Banking,Electronics,10000.0,2025-01
10440,2025-08-07,1058,Keyboard,North,1,25000,0.05,Credit Card,Accessories,23750.0,2025-08
10441,2025-08-18,1058,Laptop,North,5,5000,0.05,Debit Card,Electronics,23750.0,2025-08
10442,2025-06-21,1086,Tablet,South,4,10000,0.05,Net Banking,Electronics,38000.0,2025-06
10443,2025-03-28,1049,Tablet,South,1,1500,0.15,Credit Card,Electronics,1275.0,2025-03
10444,2025-02-10,1180,Keyboard,West,5,500,0.1,UPI,Accessories,2250.0,2025-02
10445,2025-05-03,1170,Smartwatch,North,4,5000,0.05,Debit Card,Wearables,19000.0,2025-05
10446,2025-11-27,1070,Smartphone,East,3,1000,0.05,UPI,Electronics,2850.0,2025-11
10447,2025-10-25,1015,Tablet,South,4,5000,0.0,UPI,Electronics,20000.0,2025-10
10448,2025-06-27,1054,Monitor,West,2,1000,0.0,Net Banking,Electronics,2000.0,2025-06
10449,2025-03-04,1188,Smartwatch,East,2,25000,0.1,Net Banking,Wearables,45000.0,2025-03
10450,2025-06-14,1101,Laptop,North,3,500,0.1,Net Banking,Electronics,1350.0,2025-06
10451,2025-07-06,1008,Laptop,West,1,5000,0.2,Debit Card,Electronics,4000.0,2025-07
10452,2025-07-28,1053,Tablet,South,5,50000,0.0,UPI,Electronics,250000.0,2025-07
10453,2025-08-15,1060,Headphones,East,4,5000,0.2,Debit Card,Accessories,16000.0,2025-08
10454,2025-02-17,1108,Smartwatch,South,2,50000,0.15,Net Banking,Wearables,85000.0,2025-02
10455,2025-08-12,1005,Tablet,North,1,500,0.2,UPI,Electronics,400.0,2025-08
10456,2025-01-03,1103,Headphones,East,3,5000,0.05,Debit Card,Accessories,14250.0,2025-01
10457,2025-06-24,1196,Tablet,North,2,1000,0.2,Debit Card,Electronics,1600.0,2025-06
10458,2025-04-09,1006,Monitor,North,3,5000,0.1,Credit Card,Electronics,13500.0,2025-04
10459,2025-04-26,1109,Smartwatch,West,4,1500,0.15,Debit Card,Wearables,5100.0,2025-04
10460,2025-09-27,1116,Mouse,South,5,25000,0.05,Net Banking,Accessories,118750.0,2025-09
10461,2025-09-10,1094,Laptop,East,2,10000,0.2,Debit Card,Electronics,16000.0,2025-09
10462,2025-11-13,1047,Tablet,North,2,1000,0.15,UPI,Electronics,1700.0,2025-11
10463,2025-04-05,1099,Monitor,North,4,1500,0.15,Debit Card,Electronics,5100.0,2025-04
10464,2025-09-30,1055,Headphones,East,1,50000,0.05,Credit Card,Accessories,47500.0,2025-09
10465,2025-01-24,1168,Headphones,North,5,25000,0.2,UPI,Accessories,100000.0,2025-01
10466,2025-04-26,1052,Laptop,West,2,500,0.15,UPI,Electronics,850.0,2025-04
10467,2025-05-31,1144,Keyboard,West,5,1000,0.15,Credit Card,Accessories,4250.0,2025-05
10468,2025-12-04,1013,Tablet,West,2,10000,0.0,Net Banking,Electronics,20000.0,2025-12
10469,2025-02-19,1114,Smartwatch,West,5,25000,0.15,UPI,Wearables,106250.0,2025-02
10470,2025-07-25,1124,Smartphone,North,3,50000,0.0,Net Banking,Electronics,150000.0,2025-07
10471,2025-12-01,1106,Headphones,East,2,10000,0.2,UPI,Accessories,16000.0,2025-12
10472,2025-03-20,1158,Smartwatch,East,5,500,0.2,UPI,Wearables,2000.0,2025-03
10473,2025-03-11,1147,Smartwatch,East,1,500,0.2,Net Banking,Wearables,400.0,2025-03
10474,2025-01-27,1145,Mouse,East,3,50000,0.1,UPI,Accessories,135000.0,2025-01
10475,2025-09-28,1120,Smartwatch,South,3,1000,0.2,Net Banking,Wearables,2400.0,2025-09
10476,2025-02-19,1063,Smartwatch,East,1,50000,0.15,Credit Card,Wearables,42500.0,2025-02
10477,2025-10-19,1019,Mouse,South,5,5000,0.05,Net Banking,Accessories,23750.0,2025-10
10478,2025-09-04,1092,Headphones,South,4,500,0.0,Credit Card,Accessories,2000.0,2025-09
10479,2025-09-21,1058,Smartwatch,West,1,25000,0.1,UPI,Wearables,22500.0,2025-09
10480,2025-03-20,1183,Keyboard,South,5,5000,0.2,Net Banking,Accessories,20000.0,2025-03
10481,2025-07-09,1090,Keyboard,North,1,1500,0.2,UPI,Accessories,1200.0,2025-07
10482,2025-02-16,1117,Monitor,South,1,10000,0.05,Net Banking,Electronics,9500.0,2025-02
10483,2025-12-27,1062,Mouse,West,2,5000,0.05,Credit Card,Accessories,9500.0,2025-12
10484,2025-12-20,1023,Monitor,South,5,10000,0.1,Credit Card,Electronics,45000.0,2025-12
10485,2025-12-18,1127,Mouse,North,4,50000,0.0,Net Banking,Accessories,200000.0,2025-12
10486,2025-07-08,1137,Tablet,North,2,5000,0.2,Credit Card,Electronics,8000.0,2025-07
10487,2025-09-13,1140,Tablet,North,1,50000,0.1,UPI,Electronics,45000.0,2025-09
10488,2025-08-10,1129,Smartwatch,West,1,1500,0.15,UPI,Wearables,1275.0,2025-08
10489,2025-08-29,1058,Smartphone,West,1,500,0.15,Debit Card,Electronics,425.0,2025-08
10490,2025-09-26,1122,Tablet,East,5,1500,0.1,Credit Card,Electronics,6750.0,2025-09
10491,2025-01-01,1001,Smartphone,West,5,500,0.2,UPI,Electronics,2000.0,2025-01
10492,2025-02-03,1034,Tablet,North,2,50000,0.1,Net Banking,Electronics,90000.0,2025-02
10493,2025-03-20,1096,Laptop,North,4,500,0.2,Credit Card,Electronics,1600.0,2025-03
10494,2025-08-24,1126,Tablet,West,2,10000,0.05,UPI,Electronics,19000.0,2025-08
10495,2025-11-30,1118,Monitor,South,3,25000,0.1,Credit Card,Electronics,67500.0,2025-11
10496,2025-12-15,1048,Headphones,West,1,1500,0.2,Net Banking,Accessories,1200.0,2025-12
10497,2025-04-08,1089,Smartwatch,West,1,5000,0.1,UPI,Wearables,4500.0,2025-04
10498,2025-03-23,1117,Monitor,North,1,1500,0.1,Debit Card,Electronics,1350.0,2025-03
10499,2025-07-11,1129,Headphones,East,2,10000,0.2,Debit Card,Accessories,16000.0,2025-07
10500,2025-09-10,1016,Keyboard,North,2,500,0.2,Credit Card,Accessories,800.0,2025-09
10501,2025-02-07,1189,Monitor,East,1,10000,0.0,Net Banking,Electronics,10000.0,2025-02
10502,2025-01-14,1192,Keyboard,North,2,1000,0.1,UPI,Accessories,1800.0,2025-01
10503,2025-12-13,1191,Smartphone,West,5,1000,0.15,Net Banking,Electronics,4250.0,2025-12
10504,2025-11-06,1069,Smartphone,North,5,5000,0.1,UPI,Electronics,22500.0,2025-11
10505,2025-07-28,1022,Laptop,North,2,10000,0.1,Credit Card,Electronics,18000.0,2025-07
10506,2025-12-23,1093,Tablet,North,1,50000,0.2,UPI,Electronics,40000.0,2025-12
10507,2025-03-30,1195,Monitor,West,2,5000,0.1,Net Banking,Electronics,9000.0,2025-03
10508,2025-02-25,1076,Keyboard,West,2,50000,0.1,Net Banking,Accessories,90000.0,2025-02
10509,2025-04-04,1154,Headphones,West,2,5000,0.15,Credit Card,Accessories,8500.0,2025-04
10510,2025-04-03,1144,Smartphone,West,3,1000,0.2,Net Banking,Electronics,2400.0,2025-04
10511,2025-12-06,1179,Tablet,East,5,5000,0.1,UPI,Electronics,22500.0,2025-12
10512,2025-03-26,1086,Smartphone,East,4,1000,0.05,Credit Card,Electronics,3800.0,2025-03
10513,2025-09-02,1185,Headphones,South,4,500,0.0,UPI,Accessories,2000.0,2025-09
10514,2025-01-22,1029,Tablet,West,3,50000,0.15,Net Banking,Electronics,127500.0,2025-01
10515,2025-10-18,1069,Tablet,East,2,10000,0.1,Credit Card,Electronics,18000.0,2025-10
10516,2025-09-29,1047,Keyboard,North,3,5000,0.05,UPI,Accessories,14250.0,2025-09
10517,2025-11-02,1094,Keyboard,West,3,1000,0.1,Net Banking,Accessories,2700.0,2025-11
10518,2025-05-02,1190,Monitor,South,1,1500,0.1,Net Banking,Electronics,1350.0,2025-05
10519,2025-05-08,1197,Monitor,South,5,50000,0.2,Debit Card,Electronics,200000.0,2025-05
10520,2025-04-23,1144,Mouse,South,4,5000,0.2,Net Banking,Accessories,16000.0,2025-04
10521,2025-09-30,1176,Smartwatch,North,2,25000,0.2,UPI,Wearables,40000.0,2025-09
10522,2025-12-02,1085,Mouse,East,4,500,0.05,Credit Card,Accessories,1900.0,2025-12
10523,2025-05-10,1039,Laptop,North,4,500,0.1,Debit Card,Electronics,1800.0,2025-05
10524,2025-05-12,1100,Smartphone,West,5,1500,0.0,Net Banking,Electronics,7500.0,2025-05
10525,2025-03-26,1033,Monitor,South,4,1000,0.15,Net Banking,Electronics,3400.0,2025-03
10526,2025-12-16,1101,Keyboard,North,4,5000,0.2,Net Banking,Accessories,16000.0,2025-12
10527,2025-03-22,1023,Headphones,North,3,50000,0.2,UPI,Accessories,120000.0,2025-03
10528,2025-11-21,1010,Keyboard,East,5,1000,0.1,Debit Card,Accessories,4500.0,2025-11
10529,2025-03-10,1069,Smartphone,East,1,500,0.1,UPI,Electronics,450.0,2025-03
10530,2025-05-28,1100,Mouse,South,2,1000,0.05,Debit Card,Accessories,1900.0,2025-05
10531,2025-01-16,1034,Keyboard,North,4,500,0.05,Credit Card,Accessories,1900.0,2025-01
10532,2025-11-03,1180,Smartwatch,North,2,1000,0.2,UPI,Wearables,1600.0,2025-11
10533,2025-04-15,1138,Laptop,East,1,1500,0.1,UPI,Electronics,1350.0,2025-04
10534,2025-06-14,1147,Smartphone,North,2,10000,0.0,Credit Card,Electronics,20000.0,2025-06
10535,2025-07-20,1186,Mouse,North,1,1500,0.15,Debit Card,Accessories,1275.0,2025-07
10536,2025-07-16,1096,Smartwatch,North,3,1500,0.1,Net Banking,Wearables,4050.0,2025-07
10537,2025-07-04,1001,Headphones,East,4,10000,0.1,Credit Card,Accessories,36000.0,2025-07
10538,2025-11-18,1069,Mouse,South,1,10000,0.05,Net Banking,Accessories,9500.0,2025-11
10539,2025-09-22,1004,Tablet,West,2,5000,0.15,Net Banking,Electronics,8500.0,2025-09
10540,2025-12-29,1016,Smartwatch,South,4,50000,0.2,Credit Card,Wearables,160000.0,2025-12
10541,2025-04-10,1024,Smartwatch,West,3,50000,0.1,Debit Card,Wearables,135000.0,2025-04
10542,2025-12-08,1080,Laptop,North,4,5000,0.2,Net Banking,Electronics,16000.0,2025-12
10543,2025-11-16,1002,Smartphone,South,1,1500,0.1,Credit Card,Electronics,1350.0,2025-11
10544,2025-08-02,1128,Headphones,West,3,1500,0.2,UPI,Accessories,3600.0,2025-08
10545,2025-10-05,1160,Laptop,East,2,500,0.15,UPI,Electronics,850.0,2025-10
10546,2025-06-11,1084,Mouse,East,3,500,0.05,UPI,Accessories,1425.0,2025-06
10547,2025-06-06,1152,Laptop,South,3,50000,0.15,Credit Card,Electronics,127500.0,2025-06
10548,2025-09-08,1140,Smartwatch,South,5,5000,0.0,UPI,Wearables,25000.0,2025-09
10549,2025-04-07,1178,Smartphone,North,3,25000,0.05,Net Banking,Electronics,71250.0,2025-04
10550,2025-01-18,1163,Monitor,South,3,25000,0.15,UPI,Electronics,63750.0,2025-01
10551,2025-11-23,1124,Laptop,North,4,5000,0.0,UPI,Electronics,20000.0,2025-11
10552,2025-04-07,1033,Tablet,North,2,500,0.1,Net Banking,Electronics,900.0,2025-04
10553,2025-01-01,1161,Laptop,East,4,50000,0.1,UPI,Electronics,180000.0,2025-01
10554,2025-08-04,1189,Mouse,East,4,50000,0.2,Net Banking,Accessories,160000.0,2025-08
10555,2025-05-12,1179,Mouse,West,1,500,0.05,UPI,Accessories,475.0,2025-05
10556,2025-09-17,1171,Headphones,East,4,25000,0.1,Net Banking,Accessories,90000.0,2025-09
10557,2025-05-05,1101,Mouse,East,5,1000,0.05,UPI,Accessories,4750.0,2025-05
10558,2025-03-23,1012,Keyboard,South,5,1000,0.1,Net Banking,Accessories,4500.0,2025-03
